Name,Price,Date,Time
ВитаМишки BIO+ №30 пастилки жев.,4 220 ₸ 3 925 ₸,2024-05-06,18:20:00
Мисол 50 мг №14 табл.п.п.о.,2 430 ₸,2024-05-06,18:20:00
Ихтиоловая 10% 25 г мазь в бан.,230 ₸,2024-05-06,18:20:00
Арпефлю 50 мг №20 табл.п.п.о.,1 680 ₸,2024-05-06,18:20:00
Вазелин 25 г мазь,190 ₸,2024-05-06,18:20:00
Сумамокс 500 мг №3 табл.п.о.,1 650 ₸ 1 535 ₸,2024-05-06,18:20:00
"Преднизолон 0,5% 10 г мазь в тубе",140 ₸ 131 ₸,2024-05-06,18:20:00
Мерказолил 5 мг №100 табл.,1 220 ₸ 1 135 ₸,2024-05-06,18:20:00
ВитаМишки Calcium+ №30 пастилки жев.,4 280 ₸ 3 981 ₸,2024-05-06,18:20:00
Супрадин Кидс рыбки №30 жев. конфеты,3 180 ₸,2024-05-06,18:20:00
Фасторик 4 эффекта Формулы №10 табл.,380 ₸,2024-05-06,18:20:00
ВитА-ПОС 5 г мазь глазн.,5 270 ₸ 4 902 ₸,2024-05-06,18:20:00
Антарис 4 мг №30 табл.,4 090 ₸,2024-05-06,18:20:00
Немулекс 100 мг/2 г №30 гран.д/сусп. для приема внутрь,3 055 ₸ 2 842 ₸,2024-05-06,18:20:00
"Средство для полоскания с ромашкой, календулой, шалфеем 250 г",760 ₸ 707 ₸,2024-05-06,18:20:00
Корвалол №30 табл.,1 090 ₸ 1 014 ₸,2024-05-06,18:20:00
Андазол® 200 мг №40 табл.п.п.о.,12 980 ₸ 12 072 ₸,2024-05-06,18:20:00
Диклофенак-ратиофарм 100 мг №50 капс.раствор./кишечн.,2 370 ₸ 2 205 ₸,2024-05-06,18:20:00
Витрум Центури плюс №30 табл.п.п.о.,3 640 ₸,2024-05-06,18:20:00
Эспумизан 40 мг №50 капс.,2 390 ₸ 2 223 ₸,2024-05-06,18:20:00
Отирелакс 45.52 мг/11.38 мг/мл 15 мл капли ушн.,1 120 ₸,2024-05-06,18:20:04
Аминокапроновая кислота 5% 100 мл р-р д/инф.фл.,850 ₸ 791 ₸,2024-05-06,18:20:04
Солодкового корня 125 г сироп,430 ₸ 400 ₸,2024-05-06,18:20:04
Дуодарт №90 капс.,26 250 ₸,2024-05-06,18:20:04
Киндинорм 10 г гран. гомеоп.,2 430 ₸ 2 260 ₸,2024-05-06,18:20:04
Доппельгерц Актив Коэнзим Q10 №30 капс.,5 090 ₸ 4 734 ₸,2024-05-06,18:20:04
Простекс №10 супп.рект.,3 535 ₸,2024-05-06,18:20:04
"Нафазолин-К 0,1% 20 мл капли наз.",90 ₸,2024-05-06,18:20:04
Перекись водорода 3% 40 мл р-р наружн.,70 ₸,2024-05-06,18:20:04
Кальций Д3 Никомед ОстеоФорте №30 табл.жев.лимон,3 790 ₸ 3 525 ₸,2024-05-06,18:20:04
Диклофенак-АКОС 1% 30 г мазь в тубе,180 ₸ 168 ₸,2024-05-06,18:20:04
Сертоцеф 1 г №1 пор. д/приг.р-ра с раств.,2 430 ₸ 2 260 ₸,2024-05-06,18:20:04
Цефтазидим-АКОС 1 г №1 пор.д/р-ра д/ин.флак.,750 ₸,2024-05-06,18:20:04
Валодип 10 мг/160 мг №28 табл.п.п.о.,5 580 ₸ 5 190 ₸,2024-05-06,18:20:04
Нейроксон 1000 мг/4 мл №10 раствор для инъекций в ампулах,10 390 ₸ 9 663 ₸,2024-05-06,18:20:04
Аллергиз 800 мг спрей назальный порошковый,4 990 ₸ 4 641 ₸,2024-05-06,18:20:04
Геримакс Энерджи №30 табл.п.о.,2 560 ₸,2024-05-06,18:20:04
Барсучий жир обогащённый №120 капс.,1 520 ₸ 1 414 ₸,2024-05-06,18:20:04
Зоксон 4 мг №30 табл.,3 630 ₸,2024-05-06,18:20:04
Solgar Пиколинат цинка №100 табл. (37250),8 890 ₸,2024-05-06,18:20:04
Облепиховое масло 500 мг №10 супп.рект.,730 ₸,2024-05-06,18:20:04
Жидкость д/рук 80 мл жидк.наружн.,340 ₸,2024-05-06,18:20:04
Прегабин 75 мг №30 капс.,5 490 ₸ 5 106 ₸,2024-05-06,18:20:04
Прадакса® 150 мг №60 капс.,24 415 ₸,2024-05-06,18:20:04
Кетотоп 50 мг №20 капс.,1 690 ₸ 1 572 ₸,2024-05-06,18:20:04
Колик-Дол 150 мл пор.д/сусп. для приема внутрь,1 860 ₸,2024-05-06,18:20:04
Средство для полоскания с морской солью 250 г,760 ₸ 707 ₸,2024-05-06,18:20:04
Бетагистин-Тева 16 мг №60 табл.,5 140 ₸ 4 781 ₸,2024-05-06,18:20:04
Ретинола пальмитат (витамин А) 100000 МЕ №30 капс.,260 ₸,2024-05-06,18:20:04
Дисоль 400 мл р-р д/инф.фл.,680 ₸ 633 ₸,2024-05-06,18:20:04
Прополиса экстракт 25 мл,480 ₸ 447 ₸,2024-05-06,18:20:04
Лодни №30 табл.,4 060 ₸ 3 776 ₸,2024-05-06,18:20:04
"Синафлана 0,025% 15 г мазь в тубе",390 ₸,2024-05-06,18:20:07
Геленк Картила Дринк №21 ампулы,22 430 ₸ 20 860 ₸,2024-05-06,18:20:07
Тиамина хлорид (Витамин В_1) 5%/1 мл №10 раствор для инъекций в ампулах,350 ₸,2024-05-06,18:20:07
Цитрамон У №10 табл.,85 ₸ 80 ₸,2024-05-06,18:20:07
"Соннат-КМП 7,5 мг №10 табл.п.о.",1 060 ₸,2024-05-06,18:20:07
Нистатин 500000 ЕД №20 табл.п.о.,470 ₸ 438 ₸,2024-05-06,18:20:07
Фертифолин №30 пак.-саше,6 480 ₸ 6 027 ₸,2024-05-06,18:20:07
Улкарил 200 мг №25 табл.,1 830 ₸ 1 702 ₸,2024-05-06,18:20:07
Фолиевая кислота 1 мг №50 табл.,320 ₸ 298 ₸,2024-05-06,18:20:07
Натуретто витамины №17,380 ₸,2024-05-06,18:20:07
Доппельгерц Актив Менопауза №30 табл.,3 690 ₸,2024-05-06,18:20:07
Эксфорж 10 мг/160 мг №14 табл.п.п.о.,6 090 ₸ 5 664 ₸,2024-05-06,18:20:07
Тиотриазолин 200 мг №90 табл.,6 440 ₸ 5 990 ₸,2024-05-06,18:20:07
Скорая помощь 35 мл бальзам для ран,780 ₸ 726 ₸,2024-05-06,18:20:07
Класт 10 мг №14 табл.п.п.о.,4 650 ₸ 4 325 ₸,2024-05-06,18:20:07
Флуцинар N 15 г мазь в тубе,1 420 ₸ 1 321 ₸,2024-05-06,18:20:07
Авиментин 1000 мг №12 табл.п.п.о.,3 950 ₸ 3 674 ₸,2024-05-06,18:20:07
Тыквенное Bonne 100 мл масло,1 590 ₸,2024-05-06,18:20:07
Индол+брокколи 400 мг №30 капс.,2 760 ₸ 2 567 ₸,2024-05-06,18:20:07
Донормил 15 мг №10 табл.п.о.,1 840 ₸ 1 712 ₸,2024-05-06,18:20:07
"Прозерин-Дарница 0,05%/1 мл №10 раствор для инъекций в ампулах",470 ₸ 438 ₸,2024-05-06,18:20:07
Полвастерол 20 мг №30 табл.п.о.,3 590 ₸,2024-05-06,18:20:07
Берлиприл 10 мг №30 табл.,1 170 ₸ 1 089 ₸,2024-05-06,18:20:07
Сонапакс 25 мг №60 табл.п.о.,2 990 ₸ 2 781 ₸,2024-05-06,18:20:07
Коринфар 10 мг №100 табл.п.о.,1 790 ₸,2024-05-06,18:20:07
Туссамаг 9 г/100 г 200 г сироп,2 390 ₸,2024-05-06,18:20:07
Камефлю 30 г аэроз.,920 ₸ 856 ₸,2024-05-06,18:20:07
Алис 75 мг №14 капс.,2 130 ₸,2024-05-06,18:20:07
Бипрол 5 мг №30 табл.п.п.о.,690 ₸ 642 ₸,2024-05-06,18:20:07
Бромгексин Гриндекс 4 мг/5 мл 100 мл сироп,2 120 ₸ 1 972 ₸,2024-05-06,18:20:07
Линимент бальзамический (по Вишневскому) 30 г линимент в тубе,290 ₸ 270 ₸,2024-05-06,18:20:07
Стопдиар 200 мг №12 капс.тверд.,1 830 ₸ 1 702 ₸,2024-05-06,18:20:07
Эритромицин 100 мг №10 табл.п.о.раствор./кишечн.,160 ₸,2024-05-06,18:20:10
Дегтярный 300 мл шамп.,1 630 ₸ 1 516 ₸,2024-05-06,18:20:10
"Бисопролол 2,5 мг №30 табл.п.о.",1 150 ₸ 1 070 ₸,2024-05-06,18:20:10
Теотард 200 мг №40 капс.ретард,980 ₸,2024-05-06,18:20:10
Полвастерол 10 мг №30 табл.п.о.,2 470 ₸,2024-05-06,18:20:10
Аллохол №10 табл.п.о.,120 ₸,2024-05-06,18:20:10
Кеторолак 10 мг №20 табл.п.п.о.,590 ₸ 549 ₸,2024-05-06,18:20:10
ВитаМишки Multi+ №30 пастилки жев.,4 280 ₸ 3 981 ₸,2024-05-06,18:20:10
Облепиховое 100 мл масло,420 ₸ 391 ₸,2024-05-06,18:20:10
Бициллин-3 600000 ЕД №1 пор. д/ин.фл.,490 ₸ 456 ₸,2024-05-06,18:20:10
"Тафлотан® 15 мкг/мл 0,3 мл №30 капли глаз.тюбик.-кап.",9 460 ₸,2024-05-06,18:20:10
Лазолван Макс 75 мг №10 капс.,2 390 ₸,2024-05-06,18:20:10
"Новокаин 0,5%/5 мл №10 раствор для инъекций в ампулах",390 ₸,2024-05-06,18:20:10
Миорикс 15 мг №14 капс. с пролонг.высвоб.,2 390 ₸ 2 223 ₸,2024-05-06,18:20:10
Централ-Б №30 капс.,3 350 ₸,2024-05-06,18:20:10
Микразим 25000 ЕД №50 капс.,6 840 ₸ 6 362 ₸,2024-05-06,18:20:10
Ликсиана 60 мг №28 табл.,23 750 ₸ 22 088 ₸,2024-05-06,18:20:10
Эректо-Фаст 10 10 мг №4 пленки диспергируемые в полости рта,2 390 ₸,2024-05-06,18:20:10
Умкалор №15 табл.п.п.о.,2 590 ₸ 2 409 ₸,2024-05-06,18:20:10
ВитаМишки Focus+ №30 пастилки жев.,4 220 ₸ 3 925 ₸,2024-05-06,18:20:10
Хартил 5 мг №28 табл.,2 620 ₸,2024-05-06,18:20:10
"Тизин 0,05% 10 мл спрей наз.доз.",1 480 ₸ 1 377 ₸,2024-05-06,18:20:10
Гипотиазид 25 мг №20 табл.,1 390 ₸ 1 293 ₸,2024-05-06,18:20:10
Леденцы Dr.Theiss от кашля 50 г эвкалипт с ментолом,840 ₸,2024-05-06,18:20:10
"Арифон ретард 1,5 мг №30 табл.ретард",3 180 ₸,2024-05-06,18:20:10
Манинил 5 мг №120 табл.,965 ₸,2024-05-06,18:20:10
Диклофенак-ратиофарм 50 мг №10 супп.,1 190 ₸,2024-05-06,18:20:10
L-карнитин №30 табл. Vito Plus,1 560 ₸,2024-05-06,18:20:10
Розулип® 10 мг №28 табл.п.о.,3 890 ₸ 3 618 ₸,2024-05-06,18:20:10
Экзодерил 1% 30 г крем,4 930 ₸,2024-05-06,18:20:10
Розулип® Плюс 10 мг/10 мг №30 капс.,8 790 ₸ 8 175 ₸,2024-05-06,18:20:10
Валерианы 30 мл настойка,160 ₸ 149 ₸,2024-05-06,18:20:10
Сонапакс 10 мг №60 табл.п.о.,1 950 ₸,2024-05-06,18:20:13
Элеутерококк Биокор №100 драже,1 270 ₸ 1 182 ₸,2024-05-06,18:20:13
Микардис® 80 мг №28 табл.,3 690 ₸ 3 432 ₸,2024-05-06,18:20:13
Левофлоксацин 5 мг/мл 100 мл р-р д/инф.,410 ₸ 382 ₸,2024-05-06,18:20:13
Хартил 10 мг №28 табл.,3 960 ₸,2024-05-06,18:20:13
Карипаин Плюс 1 г №1 бальзам д/тела сухой,1 740 ₸,2024-05-06,18:20:13
Диофлан 500 мг №60 табл.п.п.о.,5 490 ₸ 5 106 ₸,2024-05-06,18:20:13
Стамло 10 мг №20 табл.,1 370 ₸ 1 275 ₸,2024-05-06,18:20:13
Гастал №30 табл.,1 290 ₸,2024-05-06,18:20:13
Магния сульфат 25%/5 мл №10 раствор для инъекций в ампулах,460 ₸ 428 ₸,2024-05-06,18:20:13
Аспаркам №10 табл.,90 ₸ 84 ₸,2024-05-06,18:20:13
Сальбутамол 100 мкг/доза 200 доз аэроз.ингал.доз.,1 330 ₸,2024-05-06,18:20:13
Кларигет 250 мг №10 табл.п.п.о.,3 090 ₸ 2 874 ₸,2024-05-06,18:20:13
"Фталазол 0,5 г №10 табл.",140 ₸,2024-05-06,18:20:13
Стамло 5 мг №20 табл.,1 350 ₸ 1 256 ₸,2024-05-06,18:20:13
Амброксол 15 15 мг/5 мл 100 мл сироп,690 ₸ 642 ₸,2024-05-06,18:20:13
Зеленого чая экстракт 400 мг №40 табл.,1 870 ₸ 1 740 ₸,2024-05-06,18:20:13
Мотинорм 60 мл сироп д/приема внутрь,3 580 ₸ 3 330 ₸,2024-05-06,18:20:13
АлфаВИТ Классик №60 табл.,3 130 ₸,2024-05-06,18:20:13
Тайлол 6 Плюс 250 мг/5 мл 100 мл суспензия для приема внутрь,1 180 ₸ 1 098 ₸,2024-05-06,18:20:13
Трависил 100 мл сироп,1 290 ₸ 1 200 ₸,2024-05-06,18:20:13
Аллергозан® 25 мг №20 драже,1 230 ₸,2024-05-06,18:20:13
Амитриптилин 25 мг №50 табл.п.о.,640 ₸ 596 ₸,2024-05-06,18:20:13
Вибургель 10 мл гель д/ухода за деснами при прорезывании зубов,1 590 ₸,2024-05-06,18:20:13
Трависил с апельсином №16 леденцы от кашля,1 270 ₸ 1 182 ₸,2024-05-06,18:20:13
Вода для инъекций 5 мл №10 жидк.д/ин.,570 ₸ 531 ₸,2024-05-06,18:20:13
Тетрациклин-АКОС 3% 15 г мазь в тубе,190 ₸ 177 ₸,2024-05-06,18:20:13
Фолиевая кислота 1 мг №50 табл.,430 ₸ 400 ₸,2024-05-06,18:20:13
Метипред 16 мг №30 табл.,5 990 ₸ 5 571 ₸,2024-05-06,18:20:13
Тиоктацид 600 мг/24 мл №5 раствор для инъекций в ампулах,13 390 ₸ 12 453 ₸,2024-05-06,18:20:13
Маалокс без сахара №40 табл.жев.,2 290 ₸ 2 130 ₸,2024-05-06,18:20:13
Розулип® 20 мг №28 табл.п.о.,6 090 ₸ 5 664 ₸,2024-05-06,18:20:13
Леволет 750 мг №10 табл.,4 590 ₸,2024-05-06,18:20:17
Бабушкина растирка 150 мл,1 370 - 1 790 ₸,2024-05-06,18:20:17
Вазонит 600 мг №20 табл.п.п.о.ретард,3 850 ₸ 3 581 ₸,2024-05-06,18:20:17
Мезатон 1%/1 мл №10 раствор для инъекций в ампулах,670 ₸ 624 ₸,2024-05-06,18:20:17
Бисептол 960 мг №10 табл.,1 630 ₸ 1 516 ₸,2024-05-06,18:20:17
Таблетки от кашля №10 табл.,80 ₸,2024-05-06,18:20:17
"Натрия хлорид 0,9% 400 мл р-р д/инф.фл.",290 ₸ 270 ₸,2024-05-06,18:20:17
911 серия с Бишофитом 100 мл гель-бальзам д/тела,530 ₸ 493 ₸,2024-05-06,18:20:17
Гайномакс №7 супп.ваг.,4 190 ₸ 3 897 ₸,2024-05-06,18:20:17
Озокерит косметический 250 г,1 080 ₸ 1 005 ₸,2024-05-06,18:20:17
"Сефабел 1 г раств. 3,5 мл 1% р-р лидокаина пор.д/ин.в/м",1 350 ₸ 1 256 ₸,2024-05-06,18:20:17
Дексаметазон 4 мг/мл №25 р-р д/ин.,2 520 ₸ 2 344 ₸,2024-05-06,18:20:17
Ревмоксикам® 15 мг №10 табл.,1 750 ₸,2024-05-06,18:20:17
Дюфалак 667г/л 15мл №10  стик-пакет,2 390 ₸,2024-05-06,18:20:17
Троксегель-КМП 2% 40 г гель в тубе,470 ₸,2024-05-06,18:20:17
Уголь активированный Ультра-Адсорб 250 мг №10 табл.,70 ₸ 66 ₸,2024-05-06,18:20:17
Ксарелто® 20 мг №28 табл.п.п.о.,20 690 ₸,2024-05-06,18:20:17
Энеас® №30 табл.,4 540 ₸ 4 223 ₸,2024-05-06,18:20:17
Троксерутин Софарма 2% 40 г гель в тубе,490 ₸,2024-05-06,18:20:17
Аптечка автомобильная (пластик. футляр),2 790 ₸ 2 595 ₸,2024-05-06,18:20:17
ОД-Левокс 500 мг №5 табл.п.п.о.,3 690 ₸ 3 432 ₸,2024-05-06,18:20:17
Луцетам 1 г/5 мл №10 раствор для инъекций в ампулах,2 860 ₸,2024-05-06,18:20:17
Витамины д/больных диабетом №30 табл.,2 160 ₸ 2 009 ₸,2024-05-06,18:20:17
Бисакодил 10 мг №10 супп.рект.,490 ₸,2024-05-06,18:20:17
Доппельгерц Бьюти Красота и здоровье волос №30 капс.,5 380 ₸ 5 004 ₸,2024-05-06,18:20:17
"Катаракс 0,015% 15 мл капли глазн.",1 580 ₸,2024-05-06,18:20:17
Панкреатин 25 ЕД №60 табл.п.о.раствор./кишечн.,670 ₸ 624 ₸,2024-05-06,18:20:17
Борной кислоты 3% 20 мл р-р спирт.наружн.,90 ₸ 84 ₸,2024-05-06,18:20:17
Простамед №60 табл.,3 350 ₸,2024-05-06,18:20:17
Годасал 100 мг №50 табл.,530 ₸,2024-05-06,18:20:17
Ампициллин 1 г №1 (50шт в кор.) пор.д/ин.в/в и в/м флак.,170 ₸,2024-05-06,18:20:17
"Эриус 0,5 мг/мл 60 мл сироп",1 440 ₸,2024-05-06,18:20:17
Глюкоза 10% 200 мл р-р д/инф.фл.,340 ₸ 317 ₸,2024-05-06,18:20:20
Гидазепам VIC 20 мг №20 табл.сублингв.,1 990 ₸ 1 851 ₸,2024-05-06,18:20:20
Витаксон 2 мл №5 раствор для инъекций в ампулах,1 990 ₸ 1 851 ₸,2024-05-06,18:20:20
Адивит 200 мл сироп,2 450 ₸ 2 279 ₸,2024-05-06,18:20:20
Повидон-Йод 10% 100 мл раствор д/наруж. примен. во флак.,740 ₸ 689 ₸,2024-05-06,18:20:20
"Натрия хлорид 0,9%/5 мл №10 р-р д/ин.изотон.",350 ₸ 326 ₸,2024-05-06,18:20:20
Феброфид 100 мг №20 табл.п.о.,1 380 ₸,2024-05-06,18:20:20
Гринтерол 250 мг №50 капс.,6 690 ₸,2024-05-06,18:20:20
Nestle Health Science Peptamen 400 г питание энтеральное (12299481),11 990 ₸,2024-05-06,18:20:20
Роксибел 150 мг №10 табл.п.о.,2 050 ₸,2024-05-06,18:20:20
Бисопролол 5 мг №30 табл.п.п.о.,560 ₸ 521 ₸,2024-05-06,18:20:20
Фозикард 20 мг №28 табл.,1 850 ₸,2024-05-06,18:20:20
Валодип 5 мг/80 мг №28 табл.п.п.о.,3 490 ₸,2024-05-06,18:20:20
Доктор Храп`экс 60 мл спрей,935 - 3 380 ₸,2024-05-06,18:20:20
ФортеДетрим 10000 МЕ/мл №30 капс.мягк.,5 260 ₸ 4 892 ₸,2024-05-06,18:20:20
"Тиоцетам 0,4 г/0,1 г №60 табл.п.о.",4 690 ₸ 4 362 ₸,2024-05-06,18:20:20
Амлотоп 10 мг №30 табл.,1 320 ₸ 1 228 ₸,2024-05-06,18:20:20
Глюкоза 5% 400 мл р-р д/инф.фл.,390 ₸ 363 ₸,2024-05-06,18:20:20
Solgar Gentle Iron Легкодоступное железо 25 мг №90 капс. (12493),9 580 ₸,2024-05-06,18:20:20
Назол Кидс 10 мл спрей наз.флак. дозир.,1 080 ₸,2024-05-06,18:20:20
"Золотая звезда 0,05% 10 мл капли наз.",590 ₸ 549 ₸,2024-05-06,18:20:20
Гербастресс 450 мг №30 табл.,2 990 ₸ 2 781 ₸,2024-05-06,18:20:20
МаксиГриппин для детей №10 табл.шип.,2 190 ₸ 2 037 ₸,2024-05-06,18:20:20
"Натрия хлорид 0,9%/10 мл №10 раствор для инъекций в ампулах",650 ₸ 605 ₸,2024-05-06,18:20:20
Барсучий жир 200 мл флак.,3 930 ₸ 3 655 ₸,2024-05-06,18:20:20
Диазолин 100 мг №10 драже,430 ₸ 400 ₸,2024-05-06,18:20:20
Туссофит 120 мл сироп,1 650 ₸ 1 535 ₸,2024-05-06,18:20:20
Бетагистин-Тева 16 мг №30 табл.,3 650 ₸ 3 395 ₸,2024-05-06,18:20:20
Мексидол 50 мг/мл 2мл №10 р-р д/ин.амп. в/в и в/м.,3 790 ₸,2024-05-06,18:20:20
"Визоптин 0,05% 15 мл капли глазн.",1 070 ₸,2024-05-06,18:20:20
Фитолакс 50 г батончик фруктовый,870 ₸ 810 ₸,2024-05-06,18:20:20
Nestle Health Science Modulen IBD 400 г питание энтеральное (12259925),9 440 ₸,2024-05-06,18:20:20
Мукекс 30 мг №20 табл.,880 ₸ 819 ₸,2024-05-06,18:20:23
Левокарбисан 250 мг/25 мг №100 табл.п.о.,9 480 ₸,2024-05-06,18:20:23
Мексидол 50 мг/мл 5мл №5 р-р д/ин.амп. в/в и в/м.,3 730 ₸ 3 469 ₸,2024-05-06,18:20:23
Диалипон 3%/20 мл №5 раствор для инъекций в ампулах,4 390 ₸ 4 083 ₸,2024-05-06,18:20:23
Худеем за неделю Капуччино 14 г №7 кофе,3 190 ₸,2024-05-06,18:20:23
"Хонда drink со вкусом ананаса 12,8 г №10 саше",7 490 ₸,2024-05-06,18:20:23
Гиалуром 30 мг/2 мл №1 раствор д/внутрисуставного введения в шприце,20 490 ₸ 19 056 ₸,2024-05-06,18:20:23
Нольпаза 40 мг №10 пор.д/р-ра д/ин.флак.,19 470 ₸ 18 108 ₸,2024-05-06,18:20:23
Сиалис 20 мг №2 табл.п.о.,15 380 ₸,2024-05-06,18:20:23
Вазилип 10 мг №28 табл.п.о.,2 190 ₸ 2 037 ₸,2024-05-06,18:20:23
Имодиум 2 мг №12 капс.,2 460 ₸,2024-05-06,18:20:23
Азитромицин Сандоз® 100 мг/5 мл 20 мл пор.д/сусп. для приема внутрь,2 290 ₸,2024-05-06,18:20:23
Нейралгин® В 2 мл №5 р-р д/в/м введения,2 390 ₸ 2 223 ₸,2024-05-06,18:20:23
Ультрапрокт 30 г мазь рект.,3 270 ₸,2024-05-06,18:20:23
Помпезо 40 мг №1 пор.лиоф.д/р-ра д/ин.,3 630 ₸ 3 376 ₸,2024-05-06,18:20:23
Анузол №10 супп.рект.,510 ₸ 475 ₸,2024-05-06,18:20:23
Тилаксин 125 мг №3 табл.п.о.,1 630 ₸ 1 516 ₸,2024-05-06,18:20:23
"Регулакс 7,5 мг/мл 20 мл капли д/приема внутрь",1 550 ₸,2024-05-06,18:20:23
Репейник 250 мл шамп. п/выпад. волос (Ф80),1 120 ₸,2024-05-06,18:20:23
"Адвантан 0,1% 20 г эмульс.наружн.",5 120 ₸,2024-05-06,18:20:23
"Джентадуэто 2,5 мг/850 мг №60 табл.п.п.о.",22 090 ₸,2024-05-06,18:20:23
Иммард 200 мг №30 табл.п.п.о.,4 370 ₸ 4 065 ₸,2024-05-06,18:20:23
Микосист 50 мг №7 капс.,3 820 ₸ 3 553 ₸,2024-05-06,18:20:23
ПК-Мерц 100 мг №30 табл.п.п.о.,3 590 ₸,2024-05-06,18:20:23
Потенциале 100 мг №4 табл.п.о.,4 790 ₸ 4 455 ₸,2024-05-06,18:20:23
Дюфалак для Мамы и Малыша 667г/л 500 мл сироп,4 590 ₸ 4 269 ₸,2024-05-06,18:20:23
Направит витамины д/сердца 250 мг №60 табл.,2 260 ₸ 2 102 ₸,2024-05-06,18:20:23
"Тригрим 2,5 мг №30 табл.",1 630 ₸ 1 516 ₸,2024-05-06,18:20:23
Кордиамин 25%/2 мл №10 раствор для инъекций в ампулах,720 ₸ 670 ₸,2024-05-06,18:20:23
"Флуцинар 0,025% 15 г гель в тубе",1 490 ₸ 1 386 ₸,2024-05-06,18:20:23
"Фармазолин 0,05% 10 мл капли наз.",630 ₸ 586 ₸,2024-05-06,18:20:23
Линкас 120 мл сироп,1 270 ₸ 1 182 ₸,2024-05-06,18:20:23
Цинепар Экстра №100 табл.,3 200 ₸,2024-05-06,18:20:26
"Манинил 3,5 мг №120 табл.",1 320 ₸,2024-05-06,18:20:26
Аскорбиновая кислота с сахаром №10 крутка,60 ₸ 56 ₸,2024-05-06,18:20:26
"Рыбий жир пищевой Mirrolla 0,37 г №100 капс.",290 ₸ 270 ₸,2024-05-06,18:20:26
Эректо-Фаст 20 20 мг №4 пленки диспергируемые в полости рта,3 650 ₸,2024-05-06,18:20:26
Гипотиазид 100 мг №20 табл.,1 920 ₸ 1 786 ₸,2024-05-06,18:20:26
АЦЦ® Актив 600 мг №10 пор. для приема внутрь,3 970 ₸ 3 693 ₸,2024-05-06,18:20:26
"Сумамед форте 200 мг/5 мл 37,5 мл пор.д/сусп. для приема внутрь",6 190 ₸,2024-05-06,18:20:26
Бета глюкан 120 мг №10 капс.,3 590 ₸,2024-05-06,18:20:26
Диазолин 50 мг №10 драже,250 ₸ 233 ₸,2024-05-06,18:20:26
"Артрозан 6 мг/мл 2,5 мл №10 р-р д/в/м введения",4 190 ₸,2024-05-06,18:20:26
Облепиховое 50 мл масло,270 ₸ 252 ₸,2024-05-06,18:20:26
Рыбный жир пищевой 75 мл флак.,1 070 ₸ 996 ₸,2024-05-06,18:20:26
Зульбекс 20 мг №14 табл.п.о.раствор./кишечн.,2 790 ₸ 2 595 ₸,2024-05-06,18:20:26
Элькар 300 мг/мл 25 мл раствор оральный флак.,2 890 ₸,2024-05-06,18:20:26
Бетасерк 8 мг №30 табл.,3 940 ₸ 3 665 ₸,2024-05-06,18:20:26
АлфаВИТ 50+ №60 табл.,3 290 ₸,2024-05-06,18:20:26
Спирт этиловый 70% 50 мл жидк.,170 ₸ 159 ₸,2024-05-06,18:20:26
Эхинацея 50 мл настойка,1 790 ₸,2024-05-06,18:20:26
Сеннофит №10 супп.,740 ₸,2024-05-06,18:20:26
Пропосол-Н 20 г аэроз.,870 ₸ 810 ₸,2024-05-06,18:20:26
Зиромин 500 мг №3 табл.п.о.,3 460 ₸ 3 218 ₸,2024-05-06,18:20:26
Вагилак №15 капс.,4 760 ₸,2024-05-06,18:20:26
Ацигерпин (Ацикловир) 5% 5 г крем,190 ₸ 177 ₸,2024-05-06,18:20:26
"Блиц Лимон 2,5 г №16 пастилки д/рассасывания",720 ₸,2024-05-06,18:20:26
"Клексан 6000 Анти-Ха МЕ/0,6 мл №2 р-р д/ин.шпр.",6 590 ₸ 6 129 ₸,2024-05-06,18:20:26
Теотард 350 мг №40 капс.ретард,1 620 ₸ 1 507 ₸,2024-05-06,18:20:26
Сумамигрен 50 мг №6 табл.п.о.,5 930 ₸ 5 515 ₸,2024-05-06,18:20:26
"Натрия хлорид-Дарница 0,9%/5 мл №10 раствор для инъекций в ампулах",350 ₸ 326 ₸,2024-05-06,18:20:26
Рабемак 10 мг №14 табл.п.о.раствор./кишечн.,2 150 ₸ 2 000 ₸,2024-05-06,18:20:26
Декса-Гентамицин 5 мл капли глазн.,1 360 ₸,2024-05-06,18:20:26
Симбринза 5 мл капли глазн. сусп.,6 790 ₸ 6 315 ₸,2024-05-06,18:20:26
Раунатин 2 мг №10 табл.п.о.,140 ₸ 131 ₸,2024-05-06,18:20:29
Амод 5 мг №30 табл.,1 990 ₸ 1 851 ₸,2024-05-06,18:20:29
Артрозан 15 мг №20 табл.,2 190 ₸ 2 037 ₸,2024-05-06,18:20:29
Амлотоп 5 мг №30 табл.,990 ₸ 921 ₸,2024-05-06,18:20:29
Трависил 100 мл сироп б/сахара,1 390 ₸ 1 293 ₸,2024-05-06,18:20:29
Жабий камень 30 г гель д/ ног с глюкозамином,450 ₸ 419 ₸,2024-05-06,18:20:29
Проспан №20 пастилки от кашля,2 450 ₸,2024-05-06,18:20:29
Смарт Омега Бэби лимон 100 мл масло,3 690 ₸ 3 432 ₸,2024-05-06,18:20:29
Анальгин 50%/2 мл №10 р-р д/в/м и в/в введения,490 ₸ 456 ₸,2024-05-06,18:20:29
